name,price,link
Bright Eyes - Lifted Or The Story Is In The Soil Keep Your Ear To The Ground: A Companion EP (Vinyle Neuf),$22.99,https://aux33tours.com/collections/nouveautes/products/rs00057065-bright-eyes-lifted-or-the-story-is-in-the-soil-keep-your-ear-to-the-ground-a-companion-ep
Bring Me the Horizon - Sempiternal (Vinyle Neuf),$27.99,https://aux33tours.com/collections/nouveautes/products/ln00017681-bring-me-the-horizon-sempiternal
Britney Spears - Baby One More Time (Vinyle Neuf),$27.99,https://aux33tours.com/collections/nouveautes/products/britney-spears-baby-one-more-time
Brockhampton - Roadrunner: New Light New Machine (Vinyle Neuf),$36.99,https://aux33tours.com/collections/nouveautes/products/rs00055836-brockhampton-roadrunner-new-light-new-machine
Broken Social Scene - Old Dead Young: B-sides And Rarities (Vinyle Neuf),$34.99,https://aux33tours.com/collections/nouveautes/products/rs00059444-broken-social-scene-old-dead-young-b-sides-and-rarities
Bruce Springsteen - Only The Strong Survive (Indie) (Vinyle Neuf),$42.99,https://aux33tours.com/collections/nouveautes/products/rs00058728-bruce-springsteen-only-the-strong-survive-indie
Bruce Springsteen - Only The Strong Survive (Vinyle Neuf),$38.99,https://aux33tours.com/collections/nouveautes/products/rs00058583-bruce-springsteen-only-the-strong-survive
Bruisers - Bruisers Singles Collection 1989-1997 (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/ln00060883-bruisers-bruisers-singles-collection-1989-1997
Buddy Guy - The Blues Is Alive And Well (Vinyle Neuf),$34.99,https://aux33tours.com/collections/nouveautes/products/buddy-guy-the-blues-is-alive-and-well
Burna Boy - Twice As Tall (Vinyle Neuf),$45.99,https://aux33tours.com/collections/nouveautes/products/rs00055400-burna-boy-twice-as-tall
C Tangana - El Madrileno (Vinyle Neuf),$33.99,https://aux33tours.com/collections/nouveautes/products/rs00054277-c-tangana-el-madrileno
Cage The Elephant - Cage The Elephant (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/ln00037747-cage-the-elephant-cage-the-elephant
Cake - Fashion Nugget (Vinyle Neuf),$27.99,https://aux33tours.com/collections/nouveautes/products/rs00055416-cake-fashion-nugget
Cannibal Corpse - Eaten Back to Life (Vinyle Neuf),$32.99,https://aux33tours.com/collections/nouveautes/products/ln00029794-cannibal-corpse-eaten-back-to-life
Carcass - Despicable (Vinyle Neuf),$25.99,https://aux33tours.com/collections/nouveautes/products/ln00058292-carcass-despicable
Carrion Bloom - Sacrements Of Pestilence (Vinyle Neuf),$27.99,https://aux33tours.com/collections/nouveautes/products/rs00059563-carrion-bloom-sacrements-of-pestilence
Cat Stevens - Catch Bull At Four (Vinyle Neuf),$36.99,https://aux33tours.com/collections/nouveautes/products/rs00058230-cat-stevens-catch-bull-at-four
Celine Dion - Loved Me Back To Life (Vinyle Neuf),$35.99,https://aux33tours.com/collections/nouveautes/products/ln00023679-celine-dion-loved-me-back-to-life
Celine Dion - S Il Suffisait Daimer (Vinyle Neuf),$34.99,https://aux33tours.com/collections/nouveautes/products/ln00037927-celine-dion-s-il-suffisait-daimer
Charles Lloyd - Chapel (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/rs00055566-charles-lloyd-chapel
Charley Crockett - Lil Gl Presents: Jukebox Charley (Vinyle Neuf),$24.99,https://aux33tours.com/collections/nouveautes/products/rs00053945-charley-crockett-lil-gl-presents-jukebox-charley
Charley Crockett - The Man From Waco (Vinyle Neuf),$24.99,https://aux33tours.com/collections/nouveautes/products/rs00057077-charley-crockett-the-man-from-waco
Chet Baker / Art Pepper - Picture Of Heath (Tone Poet) (Vinyle Neuf),$41.99,https://aux33tours.com/collections/nouveautes/products/rs00059420-chet-baker-art-pepper-picture-of-heath-tone-poet
Chief Keef - 4nem (Vinyle Neuf),$37.99,https://aux33tours.com/collections/nouveautes/products/rs00059463-chief-keef-4nem
Chocolat - EP (Vinyle Neuf),$19.99,https://aux33tours.com/collections/nouveautes/products/chocolat-ep
Christine And The Queens - Redcar Les Adorables Etoiles (Vinyle Neuf),$41.99,https://aux33tours.com/collections/nouveautes/products/rs00057506-christine-and-the-queens-redcar-les-adorables-etoiles
Cinematic Orchestra - Man With A Movie Camera (Vinyle Neuf),$32.99,https://aux33tours.com/collections/nouveautes/products/cinematic-orchestra-man-with-a-movie-camera
Cocteau Twins - Heaven Or Las Vegas (Vinyle Neuf),$28.99,https://aux33tours.com/collections/nouveautes/products/ln00022618-cocteau-twins-heaven-or-las-vegas
Collection - Hans Zimmer: Classics (Vinyle Neuf),$34.99,https://aux33tours.com/collections/nouveautes/products/ln00035375-collection-hans-zimmer-classics
Comet Is Coming - Hyper-Dimensional Expansion Beam (Vinyle Neuf),$28.99,https://aux33tours.com/collections/nouveautes/products/rs00057251-comet-is-coming-hyper-dimensional-expansion-beam
Cosmic Putrefaction - Crepuscular Dirge For The Blessed Ones (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/rs00055410-cosmic-putrefaction-crepuscular-dirge-for-the-blessed-ones
Courtney Barnett / Kurt Vile - Lotta Sea Lice (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/ln00038405-courtney-barnett-kurt-vile-lotta-sea-lice
Cramps - All Aboard The Drug Train (Vinyle Neuf),$33.99,https://aux33tours.com/collections/nouveautes/products/rs00056182-cramps-all-aboard-the-drug-train
Cranes - Self Non-Self (Vinyle Neuf),$32.99,https://aux33tours.com/collections/nouveautes/products/rs00056902-cranes-self-non-self
Curtis Mayfield - Superfly (Vinyle Neuf),$39.99,https://aux33tours.com/collections/nouveautes/products/ln00000023-curtis-mayfield-superfly
Curtis Mayfield - The Very Best Of (Vinyle Neuf),$41.99,https://aux33tours.com/collections/nouveautes/products/rs00052184-curtis-mayfield-the-very-best-of
Daft Punk - Alive 2007 (Vinyle Neuf),$37.99,https://aux33tours.com/collections/nouveautes/products/ln00024304-daft-punk-alive-2007
Daft Punk - Homework (Remixes) (Vinyle Neuf),$33.99,https://aux33tours.com/collections/nouveautes/products/rs00058932-daft-punk-homework-remixes
Damien Rice - O (Vinyle Neuf),$42.99,https://aux33tours.com/collections/nouveautes/products/ln00042112-damien-rice-o
Daniel Johnston - Hi How Are You (Vinyle Neuf),$27.99,https://aux33tours.com/collections/nouveautes/products/ln00001648-daniel-johnston-hi-how-are-you
David Bowie - Blackstar (Vinyle Neuf),$35.99,https://aux33tours.com/collections/nouveautes/products/ln00028730-david-bowie-blackstar
David Bowie - Legacy (Vinyle Neuf),$41.99,https://aux33tours.com/collections/nouveautes/products/ln00034191-david-bowie-legacy
David Crosby - If I Could Only Remember My Name (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/ln00005021-david-crosby-if-i-could-only-remember-my-name
Dead Cross - Dead Cross EP (Vinyle Neuf),$14.99,https://aux33tours.com/collections/nouveautes/products/ln00042536-dead-cross-dead-cross-ep
Dead Cross - II (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/rs00058151-dead-cross-ii
Dead Moon - What A Way To See The Old Girl Go (Vinyle Neuf),$23.99,https://aux33tours.com/collections/nouveautes/products/rs00052621-dead-moon-what-a-way-to-see-the-old-girl-go
Deadbody - The Requiem (Vinyle Neuf),$35.99,https://aux33tours.com/collections/nouveautes/products/rs00059567-deadbody-the-requiem
Death Grips - No Love Deep Web (Vinyle Neuf),$58.99,https://aux33tours.com/collections/nouveautes/products/ln00020628-death-grips-no-love-deep-web
Deep Purple - Live In Wollongong 2001 (Vinyle Neuf),$35.99,https://aux33tours.com/collections/nouveautes/products/rs00051129-deep-purple-live-in-wollongong-2001
Deep Purple - Machine Head (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/ln00001722-deep-purple-machine-head
Dengue Fever - Dengue Fever (Vinyle Neuf),$23.99,https://aux33tours.com/collections/nouveautes/products/rs00053436-dengue-fever-dengue-fever
Diana Krall - This Dream Of You (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/ln00056664-diana-krall-this-dream-of-you
DJ Shadow - Endtroducing (45-Tours) (Vinyle Neuf),$21.99,https://aux33tours.com/collections/nouveautes/products/rs00050259-dj-shadow-endtroducing-45-tours
Dolly Parton - Diamonds And Rhinestones: The Greatest Hits Collection (Vinyle Neuf),$42.99,https://aux33tours.com/collections/nouveautes/products/rs00058582-dolly-parton-diamonds-and-rhinestones-the-greatest-hits-collection
Dominique Fils Aime - Three Little Words (Vinyle Neuf),$21.99,https://aux33tours.com/collections/nouveautes/products/rs00046401-dominique-fils-aime-three-little-words
Douglas Dezron / Brandee Younger - Force Majeure (Vinyle Neuf),$29.99,https://aux33tours.com/collections/nouveautes/products/rs00046057-douglas-dezron-brandee-younger-force-majeure
Dr John - Things Happen That Way (Vinyle Neuf),$28.99,https://aux33tours.com/collections/nouveautes/products/rs00057726-dr-john-things-happen-that-way
Drexciya - Hydro Doorways (Vinyle Neuf),$25.99,https://aux33tours.com/collections/nouveautes/products/ln00050298-drexciya-hydro-doorways
DRI - Thrash Zone (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/rs00048749-dri-thrash-zone
Dropkick Murphys - This Machine Still Kills Fascists (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/rs00056018-dropkick-murphys-this-machine-still-kills-fascists
Earl Sweatshirt - Doris (Vinyle Neuf),$29.99,https://aux33tours.com/collections/nouveautes/products/earl-sweatshirt-doris
Ed Sheeran - = (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/rs00050586-ed-sheeran
Eduardo Araujo / Silvinha - Soul Filho Desse Chao (Vinyle Neuf),$48.99,https://aux33tours.com/collections/nouveautes/products/rs00059025-eduardo-araujo-silvinha-soul-filho-desse-chao
Elbow - Leaders Of the Free World (Vinyle Neuf),$28.99,https://aux33tours.com/collections/nouveautes/products/ln00027885-elbow-leaders-of-the-free-world
Elisapie - The Ballad Of The Runaway Girl (Vinyle Neuf),$16.99,https://aux33tours.com/collections/nouveautes/products/ln00043985-elisapie-the-ballad-of-the-runaway-girl
Elvis Costello - This Years Model (Vinyle Neuf),$35.99,https://aux33tours.com/collections/nouveautes/products/elvis-costello-this-years-model
Elvis Presley - Christmas With Elvis And The Royal Philharmonic Orchestra (Vinyle Neuf),$24.99,https://aux33tours.com/collections/nouveautes/products/elvis-presley-christmas-with-elvis-and-the-royal-philharmonic-orchestra
Elvis Presley - Moody Blue (Vinyle Neuf),$27.99,https://aux33tours.com/collections/nouveautes/products/elvis-presley-moody-blue
Employed To Serve - Conquering (Vinyle Neuf),$51.99,https://aux33tours.com/collections/nouveautes/products/rs00059565-employed-to-serve-conquering
End - Splinters From An Ever-Changing Face (Vinyle Neuf),$35.99,https://aux33tours.com/collections/nouveautes/products/ln00054930-end-splinters-from-an-ever-changing-face
Ensemble Al Salaam - Sojourner (Vinyle Neuf),$65.99,https://aux33tours.com/collections/nouveautes/products/rs00034751-ensemble-al-salaam-sojourner
Enya - The Very Best Of Enya (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/ln00037677-enya-the-very-best-of-enya
Eros Ramazzotti - Dove Ce Musica (Vinyle Neuf),$34.99,https://aux33tours.com/collections/nouveautes/products/rs00057100-eros-ramazzotti-dove-ce-musica
Etienne Coppee - Et On Pleurera Ensemble (Vinyle Neuf),$27.99,https://aux33tours.com/collections/nouveautes/products/rs00052522-etienne-coppee-et-on-pleurera-ensemble
Father John Misty - Fear Fun (Vinyle Neuf),$29.99,https://aux33tours.com/collections/nouveautes/products/father-john-misty-fear-fun
Father John Misty - I Love You Honeybear (Vinyle Neuf),$36.99,https://aux33tours.com/collections/nouveautes/products/father-john-misty-i-love-you-honeybear
Fela Kuti - Felas London Scene (Vinyle Neuf),$29.99,https://aux33tours.com/collections/nouveautes/products/ln00033366-fela-kuti-felas-london-scene
Flaming Lips - The Soft Bulletin: Live At Red Rocks (Vinyle Neuf),$35.99,https://aux33tours.com/collections/nouveautes/products/flaming-lips-the-soft-bulletin-live-at-red-rocks
Fleet Foxes - Fleet Foxes + Sun Giant EP (Vinyle Neuf),$29.99,https://aux33tours.com/collections/nouveautes/products/ln00002828-fleet-foxes-fleet-foxes-sun-giant-ep
Florence and the Machine - Lungs (Vinyle Neuf),$22.99,https://aux33tours.com/collections/nouveautes/products/ln00003665-florence-and-the-machine-lungs
Foo Fighters - Greatest Hits (Vinyle Neuf),$49.99,https://aux33tours.com/collections/nouveautes/products/ln00005006-foo-fighters-greatest-hits
Four Tops - Second Album (Vinyle Neuf),$36.99,https://aux33tours.com/collections/nouveautes/products/rs00058347-four-tops-second-album
Franc Moody - Into The Ether (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/rs00056817-franc-moody-into-the-ether
Frank Black - Christmass (Vinyle Neuf),$43.99,https://aux33tours.com/collections/nouveautes/products/ln00013700-frank-black-christmass
Front Line Assembly - Corrosion (Vinyle Neuf),$36.99,https://aux33tours.com/collections/nouveautes/products/rs00056266-front-line-assembly-corrosion
Fucked Up - Hidden World (Vinyle Neuf),$37.99,https://aux33tours.com/collections/nouveautes/products/ln00028161-fucked-up-hidden-world
Fugazi - Repeater (Vinyle Neuf),$25.99,https://aux33tours.com/collections/nouveautes/products/ln00000459-fugazi-repeater
Fugees - The Score (Vinyle Neuf),$34.99,https://aux33tours.com/collections/nouveautes/products/fugees-the-score
Full Of Hell - Roots Of Earth / Rudiments of Mutilation (Vinyle Neuf),$41.99,https://aux33tours.com/collections/nouveautes/products/rs00059566-full-of-hell-roots-of-earth-rudiments-of-mutilation
G-Anx / Filthy Christians - G-Anx / Filthy Christians (Vinyle Neuf),$13.99,https://aux33tours.com/collections/nouveautes/products/rs00059572-g-anx-filthy-christians-g-anx-filthy-christians
Gary Numan - The Pleasure Principle (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/ln00027575-gary-numan-the-pleasure-principle
Gatecreeper - Sonoran Deprivation (Vinyle Neuf),$24.99,https://aux33tours.com/collections/nouveautes/products/gatecreeper-sonoran-deprivation
Ghost BC - Meliora (Vinyle Neuf),$24.99,https://aux33tours.com/collections/nouveautes/products/ghost-bc-meliora
Ghost Car - Truly Trash (Vinyle Neuf),$35.99,https://aux33tours.com/collections/nouveautes/products/rs00058164-ghost-car-truly-trash
Girls In Hawaii - Everest (Vinyle Neuf),$33.99,https://aux33tours.com/collections/nouveautes/products/ln00030983-girls-in-hawaii-everest
Giveon - Give Or Take (Vinyle Neuf),$27.99,https://aux33tours.com/collections/nouveautes/products/rs00057702-giveon-give-or-take
Gladys Knight And The Pips - Gladys Knight And The Pips (Vinyle Neuf),$35.99,https://aux33tours.com/collections/nouveautes/products/rs00058022-gladys-knight-and-the-pips-gladys-knight-and-the-pips
Gloria Barnes - Uptown (Vinyle Neuf),$45.99,https://aux33tours.com/collections/nouveautes/products/ln00039194-gloria-barnes-uptown
Goblin - Suspiria (Vinyle Neuf),$41.99,https://aux33tours.com/collections/nouveautes/products/goblin-suspiria
Godspeed You Black Emperor - F#A#AU (Vinyle Neuf),$21.99,https://aux33tours.com/collections/nouveautes/products/ln00001182-godspeed-you-black-emperor-faau
Godspeed You Black Emperor - Slow Riot For the New Zero Kanada (Vinyle Neuf),$21.99,https://aux33tours.com/collections/nouveautes/products/godspeed-you-black-emperor-slow-riot-for-the-new-zero-kanada
Green Lung - Free The Witch (Vinyle Neuf),$46.99,https://aux33tours.com/collections/nouveautes/products/rs00043654-green-lung-free-the-witch
Grimes - Miss Anthropocene (Vinyle Neuf),$27.99,https://aux33tours.com/collections/nouveautes/products/grimes-miss-anthropocene
Grimes - Visions (Vinyle Neuf),$18.99,https://aux33tours.com/collections/nouveautes/products/ln00013280-grimes-visions
Gun Club - Live At The Hacienda 84 (Vinyle Neuf),$43.99,https://aux33tours.com/collections/nouveautes/products/rs00059465-gun-club-live-at-the-hacienda-84
Guns N Roses - Use Your Illusion (Super Deluxe) (Vinyle Neuf),$516.99,https://aux33tours.com/collections/nouveautes/products/rs00058226-guns-n-roses-use-your-illusion-super-dlx-lp-box-12lp180gbluraybook
Guns N Roses - Use Your Illusion I (Vinyle Neuf),$47.99,https://aux33tours.com/collections/nouveautes/products/ln00003723-guns-n-roses-use-your-illusion-i
Hallas - Isle Of Wisdom (Vinyle Neuf),$28.99,https://aux33tours.com/collections/nouveautes/products/rs00053479-hallas-isle-of-wisdom
Hated - Best Piece Of Shit Vol 4 (Vinyle Neuf),$32.99,https://aux33tours.com/collections/nouveautes/products/rs00059370-hated-best-piece-of-shit-vol-4
