name,price,link
High Command - Eclipse Of The Dual Moons (Vinyle Neuf),$21.99,https://aux33tours.com/collections/nouveautes/products/rs00058815-high-command-eclipse-of-the-dual-moons
Ingested - Ashes Lie Still (Vinyle Neuf),$39.99,https://aux33tours.com/collections/nouveautes/products/rs00058821-ingested-ashes-lie-still
Intensive Care - That We Be Made Worthy (Vinyle Neuf),$35.99,https://aux33tours.com/collections/nouveautes/products/rs00059570-intensive-care-that-we-be-made-worthy
Killer Be Killed - Killer Be Killed (Vinyle Neuf),$35.99,https://aux33tours.com/collections/nouveautes/products/ln00026342-killer-be-killed-killer-be-killed
King Diamond - Them (Vinyle Neuf),$27.99,https://aux33tours.com/collections/nouveautes/products/384490-king-diamond-them
Knocked Loose - Laugh Tracks (Vinyle Neuf),$18.99,https://aux33tours.com/collections/nouveautes/products/knocked-loose-laugh-tracks
Lindemann - F And M (Vinyle Neuf),$37.99,https://aux33tours.com/collections/nouveautes/products/ln00052904-lindemann-f-and-m
Napalm Death - Throes Of Joy In The Jaws Of Defeatism (Vinyle Neuf),$27.99,https://aux33tours.com/collections/nouveautes/products/ln00057133-napalm-death-throes-of-joy-in-the-jaws-of-defeatism
Norma Jean - Deathrattle Sing For Me (Vinyle Neuf),$59.99,https://aux33tours.com/collections/nouveautes/products/rs00058590-norma-jean-deathrattle-sing-for-me
Orphaned Land - Mabool (Vinyle Neuf),$34.99,https://aux33tours.com/collections/nouveautes/products/rs00057713-orphaned-land-mabool
Ozzy Osbourne / Motorhead - Hellraiser (Vinyle Neuf),$16.99,https://aux33tours.com/collections/nouveautes/products/rs00051483-ozzy-osbourne-motorhead-hellraiser
Power Trip - Manifest Decimation (Vinyle Neuf),$14.99,https://aux33tours.com/collections/nouveautes/products/ln00018204-power-trip-manifest-decimation
Powerwolf - The Monumental Mass: A Cinematic Metal Event (Vinyle Neuf),$39.99,https://aux33tours.com/collections/nouveautes/products/rs00055521-powerwolf-the-monumental-mass-a-cinematic-metal-event
Psycroptic - Divine Council (Vinyle Neuf),$34.99,https://aux33tours.com/collections/nouveautes/products/rs00055838-psycroptic-divine-council
Queensryche - Digital Noise Alliance (Vinyle Neuf),$36.99,https://aux33tours.com/collections/nouveautes/products/rs00057582-queensryche-digital-noise-alliance
Reeking Aura - Blood And Bonemeal (Vinyle Neuf),$26.99,https://aux33tours.com/collections/nouveautes/products/rs00054959-reeking-aura-blood-and-bonemeal
Sacri Monti - Sacri Monti (Vinyle Neuf),$23.99,https://aux33tours.com/collections/nouveautes/products/ln00026994-sacri-monti-sacri-monti
Satan - Earth Infernal (Vinyle Neuf),$35.99,https://aux33tours.com/collections/nouveautes/products/rs00053445-satan-earth-infernal
Slayer - Seasons In the Abyss (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/slayer-seasons-in-the-abyss
Stormruler - Sacred Rites And Black Magic (Vinyle Neuf),$36.99,https://aux33tours.com/collections/nouveautes/products/rs00058008-stormruler-sacred-rites-and-black-magic
Stray From The Path - Euthanasia (Vinyle Neuf),$23.99,https://aux33tours.com/collections/nouveautes/products/rs00057014-stray-from-the-path-euthanasia
Sunn O))) - Life Metal (Vinyle Neuf),$35.99,https://aux33tours.com/collections/nouveautes/products/sunn-o-life-metal
System Of A Down - Hypnotize (Vinyle Neuf),$25.99,https://aux33tours.com/collections/nouveautes/products/ln00044543-system-of-a-down-hypnotize
System Of A Down - Toxicity (Vinyle Neuf),$24.99,https://aux33tours.com/collections/nouveautes/products/system-of-a-down-toxicity
Tool - Opiate EP (Vinyle Neuf),$15.99,https://aux33tours.com/collections/nouveautes/products/tool-opiate-ep
Unleashed - Midvinterblot (Vinyle Neuf),$37.99,https://aux33tours.com/collections/nouveautes/products/ln00057155-unleashed-midvinterblot
Vio-lence - Eternal Nightmare (Vinyle Neuf),$39.99,https://aux33tours.com/collections/nouveautes/products/ln00036616-vio-lence-eternal-nightmare
